,t,o,h,l,c,v
915,1528916400,6321.8,6347.1,6250.0,6284.5,2022.3670000000002
916,1528920000,6284.2,6290.9,6225.0,6259.5,1302.838
917,1528923600,6259.6,6287.4,6214.26,6278.0,1060.225
918,1528927200,6275.9,6349.5,6270.0,6322.6,1395.391
919,1528930800,6325.1,6344.3,6275.4,6295.1,669.9159999999999
920,1528934400,6295.0,6332.9,6269.5,6273.2,743.258
921,1528938000,6273.2,6338.1,6269.6,6313.2,995.4870000000001
922,1528941600,6313.2,6548.0,6313.2,6469.5,3541.6710000000003
923,1528945200,6471.2,6498.0,6458.4,6487.9,715.3679999999999
924,1528948800,6487.9,6506.2,6469.2,6469.2,502.83330000000007
925,1528952400,6469.3,6490.0,6435.7,6470.1,874.6460000000001
926,1528956000,6470.1,6489.9,6462.1,6476.2,421.1449
927,1528959600,6479.3,6480.0,6442.1,6477.2,696.9412
928,1528963200,6477.7,6599.8,6450.2,6484.1,3683.6369999999997
929,1528966800,6484.2,6503.2,6475.4,6495.3,352.53180000000003
930,1528970400,6494.5,6500.0,6470.0,6484.7,326.8884
931,1528974000,6484.7,6538.0,6484.5,6523.3,1217.8646
932,1528977600,6523.3,6523.3,6468.8,6486.0,627.356
933,1528981200,6486.0,6486.1,6361.2,6371.7,2533.3810000000003
934,1528984800,6371.8,6436.0,6371.8,6419.0,1037.3130999999998
935,1528988400,6419.0,6419.0,6322.0,6350.0,1504.2575
936,1528992000,6349.9,6555.2,6349.9,6521.1,2681.287
937,1528995600,6521.1,6649.0,6496.7,6611.2,3743.3779999999997
938,1528999200,6611.2,6736.52,6609.6,6650.0,2432.85
939,1529002800,6650.0,6654.4,6602.2,6637.0,701.2934
940,1529006400,6637.0,6681.9,6623.0,6650.3,754.502
941,1529010000,6650.3,6687.9,6631.7,6639.7,417.4503
942,1529013600,6639.7,6650.7,6584.8,6614.8,448.9302
943,1529017200,6614.8,6709.14,6580.0,6633.7,2110.5077
944,1529020800,6633.8,6642.1,6582.4,6614.3,456.2604
945,1529024400,6613.6,6614.3,6560.0,6588.3,710.6717
946,1529028000,6588.2,6590.6,6555.0,6589.8,565.2045
947,1529031600,6589.9,6618.5,6584.7,6598.0,384.9174
948,1529035200,6598.0,6598.1,6550.3,6559.9,807.7039
949,1529038800,6559.9,6584.1,6550.2,6574.2,426.5003
950,1529042400,6574.2,6615.0,6559.5,6580.6,515.9148
951,1529046000,6580.7,6598.1,6566.5,6572.6,446.2185
952,1529049600,6572.6,6614.48,6550.2,6589.5,690.8355
953,1529053200,6589.5,6597.4,6554.7,6588.2,735.42
954,1529056800,6588.2,6597.0,6555.2,6585.6,792.4408000000001
955,1529060400,6585.6,6659.0,6450.0,6530.08,2182.266
956,1529064000,6529.5,6530.0,6478.1,6502.72,1114.517
957,1529067600,6502.8,6523.8,6476.3,6502.0,713.0504999999999
958,1529071200,6502.0,6539.0,6483.2,6526.1,569.6699
959,1529074800,6526.6,6546.2,6519.0,6541.1,520.8003
960,1529078400,6541.0,6632.81,6532.9,6555.1,941.552
961,1529082000,6555.04,6566.6,6494.9,6534.7,872.9989999999999
962,1529085600,6534.6,6553.9,6534.6,6547.6,86.91150000000002
963,1529089200,6547.7,6548.0,6526.9,6543.0,260.4068
964,1529092800,6543.0,6543.2,6450.0,6494.6,1544.3907
965,1529096400,6494.5,6497.8,6463.7,6478.0,384.1558
966,1529100000,6477.3,6478.3,6386.1,6404.7,2313.515
967,1529103600,6404.7,6422.5,6300.2,6385.0,3250.174
968,1529107200,6386.0,6423.3,6378.6,6394.7,867.8878
969,1529110800,6394.7,6457.3,6384.2,6443.6,392.86519999999996
970,1529114400,6443.6,6443.7,6426.3,6442.0,162.32489999999999
971,1529118000,6442.0,6442.0,6401.8,6412.2,206.70110000000003
972,1529121600,6411.4,6432.9,6410.2,6425.0,131.4974
973,1529125200,6425.1,6477.0,6425.0,6456.1,384.90599999999995
974,1529128800,6456.1,6476.6,6434.3,6457.2,713.5305000000001
975,1529132400,6455.7,6472.0,6455.1,6459.6,159.13764
976,1529136000,6459.6,6459.6,6425.0,6453.1,272.5904
977,1529139600,6453.1,6464.0,6445.2,6464.0,176.5344
978,1529143200,6464.0,6499.7,6453.2,6455.8,579.1901
979,1529146800,6457.1,6460.0,6429.3,6448.7,599.3513
980,1529150400,6448.7,6465.2,6413.2,6432.9,1229.1176
981,1529154000,6433.0,6433.9,6368.2,6406.4,936.6816999999999
982,1529157600,6406.4,6416.8,6393.0,6405.9,502.71209999999996
983,1529161200,6406.0,6410.2,6330.0,6360.3,1238.464
984,1529164800,6360.3,6548.0,6332.9,6517.5,1869.79
985,1529168400,6517.6,6545.8,6490.5,6523.5,1089.9951999999998
986,1529172000,6523.4,6530.3,6502.6,6510.0,276.0972
987,1529175600,6509.9,6510.8,6485.0,6495.7,221.98549999999997
988,1529179200,6495.6,6543.5,6493.0,6523.8,472.4022
989,1529182800,6523.9,6559.7,6508.8,6522.2,558.571
990,1529186400,6522.8,6548.1,6519.3,6526.4,340.01840000000004
991,1529190000,6526.4,6526.4,6466.0,6485.9,314.82059999999996
992,1529193600,6489.0,6527.7,6485.9,6507.6,342.36672999999996
993,1529197200,6506.1,6527.42,6501.7,6513.5,125.85750000000002
994,1529200800,6513.5,6530.9,6513.4,6521.0,112.85156999999998
995,1529204400,6521.0,6536.5,6520.8,6534.9,202.04039999999998
996,1529208000,6535.7,6552.9,6509.2,6528.3,443.9179
997,1529211600,6528.3,6532.1,6508.7,6508.7,292.5073
998,1529215200,6508.8,6513.6,6503.0,6509.2,96.5814
999,1529218800,6509.7,6534.6,6509.7,6527.7,229.4041
